obs,time,elapsed,date,hhmmss,averaging,plot,plant,leaf,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,¦ÁVc,Edyn,Hr,Hs,dHs/dt,¦ÁVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
123,1639112143,576.5999999,20211210 12:55:42,12:55:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639112143,0.003046786,3.046786431,16.2585699,400.003,276.4833799,28.42218815,41.1198696,0.231469511,3.272105486,0.222742389,0.139970675,232.8049109,25.52045816,25.4919,3.274130369,59.87474514,1.903403928,3.17897625,1.37072644,-134.3632816,-87.42669017,-5.665572896,5.349366213,16.21566978,3.044699144,16.2585699,415.7961864,407.5326182,-1.02795E-05,91.0971969,3.046786431,17.02201757,18.51603576,7.19652E-07,100.31,4,1,1,0,54701.07278,1466.95,1236.6394,0.843000375,0.158699963,3,0.5,0: Broadleaf,2,TRUE,1639112143,400.003,408.713,18.5158,17.0228,399.458,18.3013,600.467,102.599,0.199903,24.9963,25.4919,999.9,0,0,10016.2,598.464,0.927831,1466.95,0.900002,0.0999985,26,31828,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2145,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.1,9.1,19,613.883,417.628,26.5762,21.5999,30.0002,21.5017,21.4805,20.8709,29.4641,82.8377,26.577,408.697,17.04,102.005,101.965
124,1639112147,580.5999999,20211210 12:55:46,12:55:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639112147,0.003044219,3.044219296,16.21794382,400.015,276.8503054,28.46022662,41.121564,0.231605034,3.266233855,0.222852829,0.140041812,232.030509,25.5185164,25.4834,3.272477648,59.877121,1.903558898,3.179108926,1.368918749,-134.2500709,-85.64978667,-5.56018257,6.570468816,16.3339288,3.041520117,16.21794382,415.7965562,407.5519636,2.31022E-05,91.0971969,3.044219296,17.02363238,18.51664,2.4402E-06,100.31,4,1,1,0,54538.04127,1462.07,1232.52501,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112147,400.015,408.785,18.5171,17.0254,399.47,18.3026,600.362,102.6,0.200055,24.997,25.4834,999.9,0,0,9985,596.296,0.93438,1462.07,0.9,0.1,26,31722.1,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2145,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.2,9.2,19,613.61,417.697,26.578,21.601,30.0001,21.5017,21.4822,20.8694,29.4641,82.8377,26.5795,408.691,17.04,102.003,101.965
125,1639112151,584.5999999,20211210 12:55:50,12:55:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639112151,0.003043527,3.043527275,16.2706293,400.043,276.6374857,28.43836562,41.1244668,0.231859968,3.266470297,0.223089486,0.14019128,231.3146731,25.51492599,25.4744,3.270728502,59.87679955,1.903560028,3.17912788,1.367168474,-134.2195528,-84.05345915,-5.45591341,7.585747702,16.16045589,3.04657606,16.2706293,415.8841367,407.6158788,4.02055E-05,91.0971969,3.043527275,17.02516661,18.51728121,-1.3829E-06,100.31,4,1,1,0,54544.57375,1457.56,1228.7227,0.842999739,0.158699932,3,0.5,0: Broadleaf,2,TRUE,1639112151,400.043,408.724,18.5171,17.0235,399.499,18.3025,600.595,102.6,0.200116,24.9971,25.4744,999.9,0,0,9986.25,594.464,0.943112,1457.56,0.9,0.0999997,26,31624.4,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2146,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.2,9.3,19,614.026,417.628,26.5798,21.6019,30.0001,21.503,21.4822,20.8684,29.4641,82.4672,26.5816,408.722,17.04,102.003,101.965
126,1639112155,588.5999999,20211210 12:55:54,12:55:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639112155,0.003046415,3.046414614,16.24149867,400.009,277.0832698,28.48361234,41.12013438,0.232406173,3.269145082,0.223602081,0.140514525,230.645167,25.50938192,25.4635,3.268611187,59.87167924,1.903295116,3.178957297,1.365316071,-134.3468845,-82.35982573,-5.341288411,8.597168374,16.32204018,3.05408737,16.24149867,415.8033184,407.5484909,-8.74047E-06,91.0971969,3.046414614,17.02216093,18.51599818,-1.92348E-07,100.31,4,1,1,0,54618.85988,1453.34,1225.165664,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112155,400.009,408.774,18.5149,17.0173,399.465,18.3005,600.469,102.598,0.200023,24.9962,25.4635,999.9,0,0,10000.6,592.567,0.938746,1453.34,0.899999,0.100001,26,31532.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2144,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.3,9.3,19,613.795,417.586,26.5818,21.6029,30.0002,21.5035,21.4822,20.8675,29.4641,82.4672,26.5816,408.732,17.04,102.003,101.966
127,1639112159,592.5999999,20211210 12:55:58,12:55:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639112159,0.003047424,3.047424101,16.22181601,400.018,277.1030387,28.4855786,41.12096436,0.232153745,3.271276757,0.223373871,0.14036984,229.9199077,25.50426834,25.4715,3.270165063,59.86530805,1.903013155,3.178824627,1.367151907,-134.3914029,-83.94787052,-5.440930224,6.139704064,16.17671709,3.047776515,16.22181601,415.814894,407.5674848,-2.77497E-05,91.0971969,3.047424101,17.01731278,18.51216485,-3.59686E-06,100.31,4,1,1,0,54678.17079,1448.77,1221.313153,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112159,400.018,408.712,18.5122,17.0172,399.473,18.2979,600.272,102.598,0.199785,24.9955,25.4715,999.9,0,0,10011.9,590.779,0.93438,1448.77,0.899999,0.100001,26,31433.5,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2143,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.4,9.4,19,613.577,417.642,26.5833,21.6037,30.0002,21.5035,21.4822,20.8689,29.4641,82.4672,26.5839,408.79,17.04,102.004,101.965
128,1639112163,596.5999999,20211210 12:56:02,12:56:02,0,plot-sdfgghhh1-1,1,ertyhghj,1639112163,0.003038535,3.038534791,16.18454404,400.032,276.9152625,28.4663742,41.12254594,0.231201011,3.269862282,0.222487983,0.139810462,229.161213,25.50252141,25.4761,3.271058834,59.84805263,1.902464636,3.178824627,1.368594198,-133.9993843,-84.72248224,-5.493637811,4.945708673,16.18407104,3.037467921,16.18454404,415.8071037,407.5808606,1.63823E-05,91.0971969,3.038534791,17.01725257,18.5073,-3.61854E-06,100.31,4,1,1,0,54638.89247,1443.99,1217.28357,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112163,400.032,408.725,18.5068,17.0173,399.488,18.2928,600.454,102.598,0.200141,24.9955,25.4761,999.9,0,0,10004.4,588.682,0.932197,1443.99,0.9,0.1,26,31330,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.214,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.4,9.5,19,613.777,417.474,26.5853,21.6046,30.0002,21.5035,21.4838,20.8675,29.4641,82.4672,26.587,408.735,17.0413,102.004,101.964
129,1639112167,600.5999999,20211210 12:56:06,12:56:06,0,plot-sdfgghhh1-1,1,ertyhghj,1639112167,0.003037187,3.037187272,16.22966694,399.992,276.519621,28.42508801,41.11754443,0.231123082,3.269353678,0.222414508,0.139764159,228.5118917,25.4990522,25.4751,3.270864518,59.84915526,1.902454316,3.178748818,1.368410202,-133.9399587,-84.60354983,-5.486740693,4.481642486,16.23272524,3.032585289,16.22966694,415.7779743,407.5273152,-1.13132E-05,91.0971969,3.037187272,17.01738703,18.50705212,-1.13855E-06,100.31,4,1,1,0,54624.80626,1439.9,1213.835156,0.842999622,0.158699835,3,0.5,0: Broadleaf,2,TRUE,1639112167,399.992,408.71,18.5071,17.0197,399.448,18.2931,600.335,102.596,0.199917,24.9951,25.4751,999.9,0,0,10001.9,586.803,0.927831,1439.9,0.900001,0.0999986,26,31241.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.214,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.5,9.5,19,613.677,417.573,26.5878,21.605,30.0003,21.5043,21.4839,20.8674,29.4641,82.4672,26.5902,408.613,17.0402,102.004,101.965
130,1639112171,604.5999999,20211210 12:56:10,12:56:10,0,plot-sdfgghhh1-1,1,ertyhghj,1639112171,0.003025969,3.025969483,16.3412361,399.965,275.5473585,28.32540682,41.11515131,0.230761042,3.272313597,0.222086714,0.139556383,227.8060227,25.49580026,25.4585,3.267640342,59.84833967,1.902235575,3.178426646,1.365404766,-133.4452542,-82.05153304,-5.315933591,6.993301819,16.32706246,3.024226325,16.3412361,415.8192687,407.5114848,-3.48913E-05,91.0971969,3.025969483,17.02005974,18.50432667,-1.61728E-06,100.31,4,1,1,0,54707.3453,1435.45,1210.084393,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112171,399.965,408.729,18.5048,17.0214,399.42,18.291,600.296,102.597,0.199873,24.9934,25.4585,999.9,0,0,10017.5,585.028,0.93438,1435.45,0.899999,0.100001,26,31144.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2138,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.6,9.6,19,613.599,417.545,26.5904,21.6065,30.0002,21.5053,21.4839,20.8696,29.4641,82.4672,26.5941,408.81,17.0406,102.005,101.965
131,1639112175,608.5999999,20211210 12:56:14,12:56:14,0,plot-sdfgghhh1-1,1,ertyhghj,1639112175,0.003020305,3.020304969,16.21897576,399.992,276.1333777,28.38602854,41.11847841,0.230150584,3.266552632,0.221506562,0.139191183,227.0775893,25.49407986,25.4625,3.268416998,59.84041005,1.901983538,3.178426646,1.366433459,-133.1954491,-82.61150543,-5.361760148,5.908874621,16.23825178,3.018436612,16.21897576,415.7719362,407.5302606,1.25935E-05,91.0971969,3.020304969,17.02190049,18.50263212,-2.38129E-06,100.31,4,1,1,0,54547.48922,1430.86,1206.215023,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112175,399.992,408.706,18.5021,17.0223,399.447,18.2884,600.606,102.598,0.200252,24.9934,25.4625,999.9,0,0,9986.88,583.165,0.932197,1430.86,0.899999,0.100001,26,31045,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2137,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.6,9.7,19,614.036,417.287,26.5935,21.6065,30.0003,21.5053,21.4847,20.8707,29.4641,82.4672,26.5941,408.75,17.0424,102.005,101.964
132,1639112179,612.5999999,20211210 12:56:18,12:56:18,0,plot-sdfgghhh1-1,1,ertyhghj,1639112179,0.00302564,3.025640035,16.22378016,400.038,276.6035302,28.43318218,41.12150457,0.231066746,3.268013882,0.222358907,0.13972934,226.4220408,25.48822104,25.4495,3.265893455,59.85472757,1.902336528,3.178256097,1.363556927,-133.4307256,-80.51662014,-5.223093168,7.251601954,16.28990227,3.020726705,16.22378016,415.8209974,407.5750727,4.53202E-05,91.0971969,3.025640035,17.02286032,18.50644848,3.0141E-06,100.31,4,1,1,0,54588.07277,1426.73,1202.73372,0.843000231,0.158699993,3,0.5,0: Broadleaf,2,TRUE,1639112179,400.038,408.78,18.5063,17.0251,399.494,18.2923,600.491,102.594,0.199996,24.9925,25.4495,999.9,0,0,9995,581.228,0.927831,1426.73,0.900001,0.0999993,26,30955.4,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.214,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.7,9.7,19,613.75,417.463,26.5968,21.6082,30.0001,21.5058,21.4858,20.8658,29.4641,82.4672,26.5987,408.734,17.044,102.004,101.963
133,1639112183,616.5999999,20211210 12:56:22,12:56:22,0,plot-sdfgghhh1-1,1,ertyhghj,1639112183,0.003016561,3.016560515,16.18218577,400.04,276.5813585,28.43116332,41.1220866,0.230409921,3.264366273,0.221741235,0.139339946,225.7587917,25.48663882,25.4471,3.265427757,59.8516282,1.902158632,3.178123452,1.363269125,-133.0303187,-80.12757065,-5.203582558,7.397319765,16.12880133,3.01440308,16.18218577,415.8207802,407.5946485,-5.31553E-06,91.0971969,3.016560515,17.02525071,18.50470667,2.43651E-07,100.31,4,1,1,0,54487.17192,1422.55,1199.209693,0.84300003,0.158700075,3,0.5,0: Broadleaf,2,TRUE,1639112183,400.04,408.702,18.5044,17.026,399.496,18.2906,600.37,102.595,0.199937,24.9918,25.4471,999.9,0,0,9975.62,579.432,0.923464,1422.55,0.899999,0.100001,26,30864.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2138,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.8,9.8,19,613.764,417.463,26.6007,21.6083,30.0001,21.5071,21.4858,20.8669,29.4641,82.4672,26.6037,408.737,17.0443,102.004,101.964
134,1639112187,620.5999999,20211210 12:56:26,12:56:26,0,plot-sdfgghhh1-1,1,ertyhghj,1639112187,0.003010749,3.010748758,16.24826836,399.953,275.8897101,28.36008689,41.11317463,0.230105626,3.2689766,0.221471061,0.139168199,224.960478,25.48259491,25.4407,3.264186178,59.84440115,1.90187225,3.178028709,1.362313928,-132.7740202,-79.20093768,-5.135973661,7.849546433,16.26763164,3.005807191,16.24826836,415.7578513,407.4990121,-6.94541E-05,91.0971969,3.010748758,17.0255355,18.50208545,-3.94107E-06,100.31,4,1,1,0,54615.01796,1417.52,1194.969934,0.843000405,0.158700038,3,0.5,0: Broadleaf,2,TRUE,1639112187,399.953,408.682,18.5016,17.0275,399.408,18.288,600.406,102.595,0.200015,24.9913,25.4407,999.9,0,0,10000,577.37,0.932197,1417.52,0.900001,0.0999995,26,30755.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2136,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.8,9.9,19,613.73,417.458,26.6049,21.6096,30,21.5071,21.4869,20.8696,29.4641,82.4672,26.6095,408.823,17.048,102.006,101.964
135,1639112191,624.5999999,20211210 12:56:30,12:56:30,0,plot-sdfgghhh1-1,1,ertyhghj,1639112191,0.003008052,3.008051719,16.21817043,400.034,276.2094928,28.39350917,41.1222979,0.2301495,3.266887842,0.221506409,0.139191009,224.279601,25.47989336,25.4345,3.262983792,59.85073623,1.90207358,3.178028709,1.360910212,-132.6550808,-78.0583595,-5.064958846,8.501201839,16.13967325,3.009014483,16.21817043,415.8141721,407.5693879,0.00010245,91.0971969,3.008051719,17.02753689,18.50276424,1.64155E-07,100.31,4,1,1,0,54557.14121,1413.23,1191.35289,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112191,400.034,408.7,18.5032,17.0275,399.49,18.2894,600.394,102.597,0.200007,24.9913,25.4345,999.9,0,0,9988.75,575.42,0.927831,1413.23,0.9,0.1,26,30662.5,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2138,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,9.9,9.9,19,613.821,417.519,26.6092,21.6102,30.0003,21.5071,21.4876,20.8689,29.4641,82.0951,26.6156,408.693,17.0472,102.004,101.962
136,1639112194,628.0999999,20211210 12:56:34,12:56:34,0,plot-sdfgghhh1-1,1,ertyhghj,1639112194,0.00300754,3.007540432,16.13570831,400.019,276.4871245,28.42144199,41.1198779,0.229565056,3.27133467,0.220976144,0.138854996,223.7240553,25.47803044,25.4491,3.265815835,59.84019145,1.901919891,3.178331896,1.363895944,-132.632533,-80.45734563,-5.213949887,5.420226782,16.21528303,3.022765733,16.13570831,415.7462802,407.5431515,-6.91273E-05,91.0971969,3.007540432,17.02772601,18.50294606,1.51779E-06,100.31,4,1,1,0,54680.19086,1409.73,1188.402022,0.842999739,0.158699932,3,0.5,0: Broadleaf,2,TRUE,1639112194,400.019,408.727,18.5021,17.0194,399.475,18.2884,600.291,102.595,0.199812,24.9929,25.4491,999.9,0,0,10012.5,573.859,0.916915,1409.73,0.9,0.0999997,26,30586.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2137,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10,10,19,613.764,417.422,26.6142,21.6116,30.0002,21.5086,21.4876,20.8673,29.4641,82.0951,26.6156,408.702,17.05,102.004,101.962
137,1639112199,632.5999999,20211210 12:56:38,12:56:38,0,plot-sdfgghhh1-1,1,ertyhghj,1639112199,0.003017366,3.017365935,16.31246497,400.003,275.7078282,28.34145099,41.11840239,0.230580853,3.265432231,0.22190228,0.139441445,222.816387,25.47050054,25.4406,3.264166782,59.83145787,1.901506257,3.178104503,1.362660524,-133.0658378,-79.02704151,-5.130267139,5.593240602,16.15041999,3.019482573,16.31246497,415.8346597,407.5443152,-4.62478E-05,91.0971969,3.017365935,17.01802602,18.49762606,-5.40467E-06,100.31,4,1,1,0,54516.70023,1404.01,1183.58043,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112199,400.003,408.675,18.498,17.0174,399.459,18.2845,600.492,102.595,0.200235,24.9917,25.4406,999.9,0,0,9981.25,571.689,0.916915,1404.01,0.9,0.1,26,30462.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2135,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10,10.1,19,613.788,417.297,26.6197,21.612,30.0002,21.509,21.4876,20.8683,29.4641,82.0951,26.6211,408.688,17.0504,102.003,101.962
138,1639112203,636.5999999,20211210 12:56:42,12:56:42,0,plot-sdfgghhh1-1,1,ertyhghj,1639112203,0.00301573,3.015729644,16.06440139,400.034,277.5330948,28.52817578,41.12028613,0.230636476,3.267740893,0.221959686,0.139477181,222.167304,25.46840674,25.4327,3.262634784,59.81392894,1.901096516,3.178350846,1.361538268,-132.9936773,-77.46214556,-5.024957728,6.686523434,16.08719526,3.007459939,16.06440139,415.7491963,407.5842909,6.04867E-05,91.0971969,3.015729644,17.01731781,18.49607333,-3.93046E-07,100.31,4,1,1,0,54580.36833,1399.92,1180.13256,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112203,400.034,408.672,18.4946,17.0199,399.489,18.2813,600.496,102.592,0.199978,24.993,25.4327,999.9,0,0,9993.75,569.699,0.916915,1399.92,0.9,0.1,26,30373.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2133,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10.1,10.1,19,613.824,417.379,26.6239,21.6137,30.0002,21.509,21.4892,20.8684,29.4641,82.0951,26.6267,408.763,17.0606,102.005,101.962
139,1639112206,640.0999999,20211210 12:56:46,12:56:46,0,plot-sdfgghhh1-1,1,ertyhghj,1639112206,0.00300197,3.001969647,16.14315366,400.024,276.547585,28.42661,41.11887738,0.229755301,3.269016266,0.221146579,0.138963197,221.567418,25.46666993,25.4252,3.261180937,59.8126124,1.900873327,3.178047658,1.36030761,-132.3868614,-76.45256709,-4.957304653,7.770684822,16.16062705,3.0022254,16.14315366,415.7669855,407.5621818,-1.69112E-05,91.0971969,3.001969647,17.01966786,18.49177879,-5.07745E-06,100.31,4,1,1,0,54616.0131,1396.14,1176.94602,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112206,400.024,408.698,18.4926,17.0204,399.479,18.2794,600.47,102.591,0.200026,24.9914,25.4252,999.9,0,0,10000.6,568.074,0.916915,1396.14,0.9,0.1,26,30291.8,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2132,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10.2,10.2,19,613.713,417.423,26.628,21.6138,30.0003,21.5104,21.4894,20.8677,29.4641,82.0951,26.6318,408.743,17.0597,102.004,101.962
140,1639112211,644.5999999,20211210 12:56:50,12:56:50,0,plot-sdfgghhh1-1,1,ertyhghj,1639112211,0.002998754,2.998753588,16.16039775,399.984,276.1344862,28.38441252,41.11515013,0.229248394,3.271279483,0.220682546,0.138669532,220.70409,25.46291838,25.4307,3.262247036,59.80042486,1.900531327,3.178123452,1.361715709,-132.2450332,-77.40493923,-5.015734465,6.038383067,16.21383559,2.994674379,16.16039775,415.7227254,407.5091576,-1.50573E-05,91.0971969,2.998753588,17.0197666,18.49026364,2.23552E-07,100.31,4,1,1,0,54678.79379,1390.7,1172.3601,0.843,0.1587,3,0.5,0: Broadleaf,2,TRUE,1639112211,399.984,408.683,18.4891,17.0206,399.44,18.2762,600.471,102.592,0.199987,24.9918,25.4307,999.9,0,0,10012.5,565.93,0.927831,1390.7,0.9,0.1,26,30173.6,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.544,0.2129,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10.2,10.3,19,613.773,417.383,26.6327,21.6155,30.0001,21.5108,21.4897,20.867,29.4641,82.0951,26.6376,408.737,17.0692,102.004,101.961
141,1639112215,648.5999999,20211210 12:56:54,12:56:54,0,plot-sdfgghhh1-1,1,ertyhghj,1639112215,0.002990267,2.990267416,16.21924146,399.997,275.4222849,28.31096651,41.11614163,0.228628267,3.268902988,0.220101826,0.138303215,220.0311294,25.46124816,25.4287,3.261859329,59.7984386,1.900422877,3.178047658,1.361436452,-131.8707931,-77.06673372,-4.99738937,6.096213228,16.19730907,2.989916574,16.21924146,415.7877676,407.5439273,1.27219E-05,91.0971969,2.990267416,17.02095794,18.48736061,-4.24675E-06,100.31,4,1,1,0,54612.87029,1386.46,1168.785859,0.843000057,0.158699948,3,0.5,0: Broadleaf,2,TRUE,1639112215,399.997,408.687,18.4882,17.022,399.452,18.2753,600.458,102.591,0.200125,24.9914,25.4287,999.9,0,0,10000,563.999,0.916915,1386.46,0.900001,0.0999991,26,30081.7,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.2129,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10.3,10.3,19,613.846,417.313,26.6372,21.6156,30.0002,21.5108,21.4912,20.8672,29.4641,82.0951,26.6376,408.737,17.0745,102.005,101.962
142,1639112218,652.0999999,20211210 12:56:58,12:56:58,0,plot-sdfgghhh1-1,1,ertyhghj,1639112218,0.0029921,2.992099824,16.10737716,400.034,276.4795683,28.41961324,41.11989769,0.229070291,3.266068156,0.220504383,0.138558164,219.4343139,25.45791687,25.4211,3.260386407,59.80422502,1.90059544,3.178028709,1.359790967,-131.9516023,-75.6792985,-4.911490335,6.891922773,16.10638734,2.990508013,16.10737716,415.7585155,407.5701939,3.53609E-05,91.0971969,2.992099824,17.02223759,18.4896897,4.18123E-06,100.31,4,1,1,0,54534.30034,1382.7,1165.616137,0.843000027,0.158699873,3,0.5,0: Broadleaf,2,TRUE,1639112218,400.034,408.68,18.4899,17.0232,399.489,18.2769,600.371,102.591,0.200007,24.9913,25.4211,999.9,0,0,9985,562.403,0.916915,1382.7,0.900002,0.0999981,26,30000.2,1639111597,12:46:36,1639111597,1639111596,8,0.003,0.005,0.541,0.119,409,17,0.31,0.05,100,100,0.545,0.213,0.408413287,0.001183069,-2.42743E-06,7.98292E-10,-0.035257116,-0.032697331,0.002482544,2.71489E-06,1,2051,1,21,10.4,10.4,19,613.681,417.327,26.6409,21.6167,30.0001,21.5123,21.4912,20.8651,29.4641,82.0951,26.6434,408.666,17.081,102.004,101.961
